Survived,Pclass,Age,Fare,Family,Is_alone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Name_Info_Master.,Name_Info_Miss.,Name_Info_Mr.,Name_Info_Mrs.,Name_Info_Other.
1,1,52,78,1,1,1,0,1,0,0,0,0,0,1,0
0,3,47,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,7,2,1,1,0,0,1,0,0,1,0,0,0
0,2,37,26,1,1,0,1,0,0,1,0,0,1,0,0
0,3,36,24,2,1,0,1,0,0,1,0,0,1,0,0
1,2,29,33,0,0,1,0,0,0,1,0,1,0,0,0
0,3,49,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,7,0,0,0,1,1,0,0,0,0,1,0,0
1,1,49,56,1,1,0,1,1,0,0,0,0,0,0,1
1,2,24,27,3,1,1,0,0,0,1,0,0,0,1,0
0,3,29,7,0,0,0,1,0,0,1,0,0,1,0,0
0,1,29,42,0,0,0,1,0,0,1,0,0,1,0,0
0,3,44,8,0,0,0,1,0,0,1,0,0,1,0,0
1,1,35,26,0,0,0,1,1,0,0,0,0,1,0,0
0,3,36,15,1,1,0,1,0,0,1,0,0,1,0,0
0,3,30,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,27,30,0,0,0,1,0,0,1,0,0,1,0,0
1,2,22,41,3,1,1,0,1,0,0,0,0,0,1,0
1,1,40,153,0,0,1,0,0,0,1,0,1,0,0,0
0,3,39,31,6,1,1,0,0,0,1,0,0,0,1,0
0,3,29,7,0,0,0,1,0,0,1,0,0,1,0,0
1,3,29,15,1,1,1,0,0,1,0,0,1,0,0,0
0,3,29,7,0,0,0,1,0,1,0,0,0,1,0,0
0,3,35,8,0,0,0,1,0,0,1,0,0,1,0,0
1,2,24,65,3,1,1,0,0,0,1,0,1,0,0,0
0,3,34,14,2,1,0,1,0,0,1,0,0,1,0,0
0,3,26,16,1,1,1,0,0,0,1,0,0,0,1,0
1,2,4,39,3,1,1,0,0,0,1,0,1,0,0,0
0,2,26,10,0,0,0,1,0,0,1,0,0,1,0,0
0,3,27,14,1,1,0,1,1,0,0,0,0,1,0,0
1,1,42,52,1,1,0,1,0,0,1,0,0,1,0,0
1,3,20,15,2,1,0,1,1,0,0,0,0,1,0,0
0,3,21,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,21,16,0,0,0,1,0,0,1,0,0,1,0,0
0,1,61,32,0,0,0,1,0,0,1,0,0,1,0,0
0,2,57,12,0,0,0,1,0,1,0,0,0,0,0,1
1,1,21,77,0,0,1,0,0,0,1,0,1,0,0,0
0,3,26,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,7,0,0,0,1,0,1,0,0,0,1,0,0
1,1,80,30,0,0,0,1,0,0,1,0,0,1,0,0
0,3,51,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,32,30,0,0,0,1,1,0,0,0,0,0,0,1
0,1,29,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,9,27,5,1,1,0,0,0,1,0,1,0,0,0
1,2,28,13,0,0,1,0,0,0,1,0,1,0,0,0
0,3,32,7,0,0,0,1,0,0,1,0,0,1,0,0
0,2,31,26,2,1,0,1,0,0,1,0,0,1,0,0
0,3,41,39,5,1,1,0,0,0,1,0,0,0,1,0
0,3,29,16,1,1,0,1,0,0,1,0,0,1,0,0
0,3,20,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,24,69,0,0,1,0,1,0,0,0,0,0,0,1
0,3,2,27,5,1,1,0,0,0,1,0,1,0,0,0
1,3,29,56,0,0,0,1,0,0,1,0,0,1,0,0
1,3,0,19,3,1,1,0,1,0,0,0,1,0,0,0
1,1,48,76,1,1,0,1,1,0,0,0,0,1,0,0
0,3,19,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,56,35,0,0,0,1,1,0,0,0,0,0,0,1
0,3,29,7,0,0,0,1,0,0,1,0,0,1,0,0
1,3,23,7,0,0,1,0,0,0,1,0,1,0,0,0
0,3,29,7,0,0,0,1,0,0,1,0,0,1,0,0
1,2,18,23,1,1,1,0,0,0,1,0,1,0,0,0
0,3,21,8,0,0,0,1,0,0,1,0,0,1,0,0
1,3,29,7,0,0,1,0,0,1,0,0,1,0,0,0
0,3,18,6,0,0,1,0,0,1,0,0,1,0,0,0
0,2,24,73,2,1,0,1,0,0,1,0,0,1,0,0
0,3,29,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,32,15,2,1,1,0,0,1,0,0,0,0,1,0
0,2,23,13,0,0,0,1,0,0,1,0,0,1,0,0
0,1,58,113,2,1,0,1,1,0,0,0,0,1,0,0
1,1,50,133,2,1,0,1,0,0,1,0,0,0,0,1
0,3,40,7,0,0,0,1,1,0,0,0,0,1,0,0
0,1,47,25,0,0,0,1,0,0,1,0,0,1,0,0
0,3,36,7,0,0,0,1,0,0,1,0,0,1,0,0
1,3,20,7,1,1,0,1,0,0,1,0,0,1,0,0
0,2,32,73,2,1,0,1,0,0,1,0,0,1,0,0
0,2,25,13,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,43,8,0,0,0,1,0,0,1,0,0,1,0,0
1,1,29,52,1,1,1,0,0,0,1,0,0,0,1,0
1,2,40,39,2,1,1,0,0,0,1,0,0,0,1,0
0,1,31,52,1,1,0,1,0,0,1,0,0,1,0,0
0,2,70,10,0,0,0,1,0,0,1,0,0,1,0,0
1,2,31,13,0,0,0,1,0,0,1,0,0,1,0,0
0,2,29,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,18,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,24,8,0,0,0,1,0,0,1,0,0,1,0,0
1,3,18,9,0,0,1,0,0,0,1,0,1,0,0,0
0,3,43,46,7,1,1,0,0,0,1,0,0,0,1,0
1,1,36,512,1,1,0,1,1,0,0,0,0,1,0,0
0,3,29,8,0,0,1,0,0,1,0,0,1,0,0,0
1,1,27,76,0,0,0,1,1,0,0,0,0,1,0,0
0,3,20,9,0,0,0,1,0,0,1,0,0,1,0,0
0,3,14,46,7,1,0,1,0,0,1,0,0,1,0,0
0,2,60,39,2,1,0,1,0,0,1,0,0,1,0,0
0,2,25,41,3,1,0,1,1,0,0,0,0,1,0,0
0,3,14,39,5,1,0,1,0,0,1,0,0,1,0,0
0,3,19,10,0,0,0,1,0,0,1,0,0,1,0,0
0,3,18,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,15,211,1,1,1,0,0,0,1,0,1,0,0,0
1,1,31,57,1,1,0,1,0,0,1,0,0,1,0,0
1,3,4,13,1,1,1,0,1,0,0,0,1,0,0,0
1,3,29,56,0,0,0,1,0,0,1,0,0,1,0,0
0,3,25,7,0,0,0,1,1,0,0,0,0,1,0,0
0,1,60,26,0,0,0,1,0,0,1,0,0,0,0,1
0,2,52,13,0,0,0,1,0,0,1,0,0,1,0,0
0,3,44,8,0,0,0,1,0,0,1,0,0,1,0,0
1,3,29,7,0,0,1,0,0,1,0,0,1,0,0,0
0,1,49,110,2,1,0,1,1,0,0,0,0,1,0,0
0,3,42,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,18,227,1,1,1,0,1,0,0,0,0,0,1,0
1,1,35,26,0,0,0,1,0,0,1,0,0,1,0,0
0,3,18,14,1,1,1,0,1,0,0,0,1,0,0,0
0,3,25,7,0,0,0,1,0,1,0,0,0,1,0,0
0,3,26,7,1,1,0,1,0,0,1,0,0,1,0,0
0,2,39,26,0,0,0,1,0,0,1,0,0,1,0,0
1,2,45,13,0,0,1,0,0,0,1,0,0,0,1,0
1,1,42,26,0,0,0,1,0,0,1,0,0,1,0,0
1,1,22,151,0,0,1,0,0,0,1,0,1,0,0,0
1,3,29,15,2,1,0,1,1,0,0,1,0,0,0,0
1,1,24,49,0,0,1,0,1,0,0,0,0,0,0,1
0,1,29,26,0,0,0,1,0,0,1,0,0,1,0,0
1,1,48,52,1,1,0,1,0,0,1,0,0,1,0,0
0,3,29,9,0,0,0,1,0,0,1,0,0,1,0,0
0,2,52,13,0,0,0,1,0,0,1,0,0,1,0,0
0,3,19,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,38,227,0,0,1,0,1,0,0,0,1,0,0,0
1,2,27,10,0,0,1,0,0,0,1,0,1,0,0,0
0,3,29,15,0,0,0,1,0,1,0,0,0,1,0,0
0,3,33,7,0,0,0,1,0,0,1,0,0,1,0,0
1,2,6,33,1,1,1,0,0,0,1,0,1,0,0,0
0,3,17,7,1,1,0,1,0,0,1,0,0,1,0,0
0,2,34,13,0,0,0,1,0,0,1,0,0,1,0,0
0,2,50,13,0,0,0,1,0,0,1,0,0,1,0,0
1,1,27,53,1,1,0,1,0,0,1,0,0,1,0,0
0,3,20,8,0,0,0,1,0,0,1,0,0,1,0,0
1,2,30,21,3,1,1,0,0,0,1,0,0,0,1,0
1,3,29,7,0,0,1,0,0,1,0,0,1,0,0,0
0,2,25,26,1,1,0,1,0,0,1,0,0,1,0,0
0,3,25,7,1,1,1,0,0,0,1,0,1,0,0,0
1,1,29,211,0,0,1,0,0,0,1,0,1,0,0,0
0,3,11,18,0,0,0,1,1,0,0,0,0,1,0,0
0,2,29,0,0,0,0,1,0,0,1,0,0,1,0,0
0,2,23,13,0,0,0,1,0,0,1,0,0,1,0,0
0,2,23,13,0,0,0,1,0,0,1,0,0,1,0,0
0,3,28,16,0,0,0,1,0,0,1,0,0,1,0,0
0,3,48,34,4,1,1,0,0,0,1,0,0,0,1,0
1,1,35,512,0,0,0,1,1,0,0,0,0,1,0,0
0,3,29,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,29,30,0,0,0,1,0,0,1,0,0,1,0,0
0,1,36,78,1,1,0,1,0,0,1,0,0,1,0,0
1,1,21,262,4,1,1,0,1,0,0,0,1,0,0,0
0,3,24,16,1,1,0,1,0,0,1,0,0,1,0,0
1,3,31,7,0,0,0,1,0,0,1,0,0,1,0,0
0,1,70,71,2,1,0,1,0,0,1,0,0,0,0,1
0,3,16,20,2,1,0,1,0,0,1,0,0,1,0,0
1,2,30,13,0,0,1,0,0,0,1,0,1,0,0,0
0,1,19,53,1,1,0,1,0,0,1,0,0,1,0,0
0,3,31,7,0,0,0,1,0,1,0,0,0,1,0,0
1,2,4,23,2,1,1,0,0,0,1,0,1,0,0,0
1,3,6,12,1,1,0,1,0,0,1,1,0,0,0,0
0,3,33,9,0,0,0,1,0,0,1,0,0,1,0,0
0,3,23,7,0,0,0,1,0,0,1,0,0,1,0,0
1,2,48,65,3,1,1,0,0,0,1,0,0,0,1,0
1,2,0,14,2,1,0,1,0,0,1,1,0,0,0,0
0,3,28,7,0,0,0,1,0,0,1,0,0,1,0,0
0,2,18,11,0,0,0,1,0,0,1,0,0,1,0,0
0,3,34,8,0,0,0,1,0,0,1,0,0,1,0,0
1,1,33,86,0,0,1,0,0,0,1,0,0,0,0,1
0,3,29,14,0,0,0,1,0,0,1,0,0,1,0,0
0,3,41,7,0,0,0,1,0,0,1,0,0,1,0,0
1,3,20,7,0,0,0,1,1,0,0,0,0,1,0,0
1,1,36,120,3,1,1,0,0,0,1,0,0,0,1,0
0,3,16,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,51,77,1,1,1,0,0,0,1,0,0,0,1,0
0,1,29,39,0,0,0,1,1,0,0,0,0,0,0,1
0,3,30,7,0,0,1,0,0,1,0,0,1,0,0,0
0,3,29,24,1,1,0,1,0,1,0,0,0,1,0,0
0,3,32,8,0,0,0,1,0,0,1,0,0,1,0,0
0,3,24,9,0,0,0,1,0,0,1,0,0,1,0,0
0,3,48,7,0,0,0,1,0,0,1,0,0,1,0,0
0,2,57,10,0,0,1,0,0,0,1,0,0,0,1,0
0,3,29,7,0,0,0,1,1,0,0,0,0,1,0,0
1,2,54,23,4,1,1,0,0,0,1,0,0,0,1,0
0,3,18,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,7,0,0,0,1,0,1,0,0,0,1,0,0
1,3,5,12,0,0,1,0,0,0,1,0,1,0,0,0
0,3,29,7,0,0,0,1,0,1,0,0,0,1,0,0
1,1,43,211,1,1,1,0,0,0,1,0,0,0,1,0
1,3,13,7,0,0,1,0,1,0,0,0,1,0,0,0
1,1,17,57,1,1,1,0,0,0,1,0,0,0,1,0
0,1,29,30,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,23,3,1,0,1,0,0,1,0,0,1,0,0
0,3,25,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,25,7,0,0,0,1,0,0,1,0,0,1,0,0
1,3,18,7,0,0,1,0,0,0,1,0,1,0,0,0
0,3,8,29,5,1,0,1,0,1,0,1,0,0,0,0
1,3,1,20,3,1,0,1,0,0,1,1,0,0,0,0
0,1,46,79,0,0,0,1,1,0,0,0,0,1,0,0
0,3,29,7,0,0,0,1,0,1,0,0,0,1,0,0
0,2,16,26,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,69,10,1,1,0,0,0,1,0,1,0,0,0
0,1,29,30,0,0,0,1,1,0,0,0,0,1,0,0
0,3,25,7,0,0,0,1,0,0,1,0,0,1,0,0
0,2,39,13,0,0,0,1,0,0,1,0,0,1,0,0
1,1,49,25,0,0,1,0,0,0,1,0,0,0,0,1
1,3,31,8,0,0,1,0,0,0,1,0,0,0,1,0
0,3,30,7,0,0,0,1,1,0,0,0,0,1,0,0
0,3,30,24,2,1,1,0,0,0,1,0,0,0,1,0
0,2,34,13,0,0,0,1,0,0,1,0,0,1,0,0
1,2,31,26,2,1,1,0,0,0,1,0,0,0,1,0
1,1,11,120,3,1,0,1,0,0,1,1,0,0,0,0
1,3,0,8,1,1,0,1,1,0,0,1,0,0,0,0
1,3,27,6,0,0,0,1,0,0,1,0,0,1,0,0
0,3,31,7,0,0,0,1,0,0,1,0,0,1,0,0
0,1,39,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,18,7,0,0,1,0,0,0,1,0,1,0,0,0
0,2,39,13,0,0,0,1,0,0,1,0,0,1,0,0
1,1,33,53,1,1,1,0,0,0,1,0,0,0,1,0
0,3,26,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,39,24,0,0,0,1,0,0,1,0,0,1,0,0
0,2,35,10,0,0,0,1,0,0,1,0,0,1,0,0
0,3,6,31,6,1,1,0,0,0,1,0,1,0,0,0
0,3,30,8,0,0,0,1,0,0,1,0,0,1,0,0
0,1,29,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,23,7,0,0,1,0,0,0,1,0,1,0,0,0
0,2,31,37,2,1,0,1,1,0,0,0,0,1,0,0
0,3,43,6,0,0,0,1,0,0,1,0,0,1,0,0
0,3,10,27,5,1,0,1,0,0,1,1,0,0,0,0
1,1,52,93,2,1,1,0,0,0,1,0,0,0,1,0
1,3,27,8,0,0,0,1,0,0,1,0,0,1,0,0
0,1,38,0,0,0,0,1,0,0,1,0,0,0,0,1
1,3,27,12,1,1,1,0,0,0,1,0,0,0,1,0
0,3,2,39,5,1,0,1,0,0,1,1,0,0,0,0
0,3,29,6,0,0,0,1,0,1,0,0,0,1,0,0
0,3,29,56,0,0,0,1,0,0,1,0,0,1,0,0
1,2,1,37,2,1,0,1,1,0,0,1,0,0,0,0
1,3,29,7,0,0,0,1,0,1,0,0,0,1,0,0
1,1,62,80,0,0,1,0,0,0,1,0,0,0,1,0
1,3,15,14,1,1,1,0,1,0,0,0,0,0,1,0
1,2,0,18,2,1,0,1,0,0,1,1,0,0,0,0
0,3,29,7,0,0,0,1,1,0,0,0,0,1,0,0
0,3,23,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,18,8,0,0,0,1,0,0,1,0,0,1,0,0
1,1,39,83,2,1,1,0,1,0,0,0,1,0,0,0
0,3,21,8,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,8,0,0,0,1,0,0,1,0,0,1,0,0
1,3,32,56,0,0,0,1,0,0,1,0,0,1,0,0
1,1,29,29,0,0,0,1,1,0,0,0,0,1,0,0
0,3,20,7,0,0,0,1,0,0,1,0,0,1,0,0
0,2,16,10,0,0,0,1,0,0,1,0,0,1,0,0
1,1,30,31,0,0,1,0,1,0,0,0,1,0,0,0
0,3,34,6,0,0,0,1,1,0,0,0,0,1,0,0
0,3,17,8,0,0,0,1,0,0,1,0,0,1,0,0
0,3,42,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,69,10,1,0,1,0,0,1,0,0,1,0,0
0,3,35,7,0,0,0,1,1,0,0,0,0,1,0,0
0,2,28,33,1,1,0,1,0,0,1,0,0,0,0,1
1,1,29,89,1,1,1,0,1,0,0,0,0,0,1,0
0,3,4,31,6,1,0,1,0,0,1,1,0,0,0,0
0,3,74,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,9,15,2,1,1,0,1,0,0,0,1,0,0,0
1,1,16,39,1,1,1,0,0,0,1,0,1,0,0,0
0,2,44,26,1,1,1,0,0,0,1,0,0,0,1,0
1,3,18,9,1,1,1,0,0,0,1,0,0,0,1,0
1,1,45,164,2,1,1,0,0,0,1,0,0,0,1,0
1,1,51,26,0,0,0,1,0,0,1,0,0,1,0,0
1,3,24,19,3,1,1,0,1,0,0,0,0,0,1,0
0,3,29,7,0,0,0,1,1,0,0,0,0,1,0,0
0,3,41,14,2,1,0,1,0,0,1,0,0,1,0,0
0,2,21,11,1,1,0,1,0,0,1,0,0,1,0,0
1,1,48,25,0,0,1,0,0,0,1,0,0,0,1,0
0,3,29,69,10,1,1,0,0,0,1,0,1,0,0,0
0,2,24,13,0,0,0,1,0,0,1,0,0,1,0,0
1,2,42,13,0,0,1,0,0,0,1,0,0,0,1,0
1,2,27,13,1,1,1,0,1,0,0,0,1,0,0,0
0,1,31,50,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,9,0,0,0,1,0,0,1,0,0,1,0,0
1,3,4,11,2,1,0,1,0,0,1,1,0,0,0,0
0,3,26,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,47,52,2,1,1,0,0,0,1,0,0,0,1,0
0,1,33,5,0,0,0,1,0,0,1,0,0,1,0,0
0,3,47,9,0,0,0,1,0,0,1,0,0,1,0,0
1,2,28,24,1,1,1,0,1,0,0,0,0,0,1,0
1,3,15,7,0,0,1,0,1,0,0,0,1,0,0,0
0,3,20,9,0,0,0,1,0,0,1,0,0,1,0,0
0,3,19,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29,7,0,0,0,1,0,0,1,0,0,1,0,0
1,1,56,83,1,1,1,0,1,0,0,0,0,0,1,0
1,2,25,26,1,1,1,0,0,0,1,0,0,0,1,0
0,3,33,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,22,10,0,0,1,0,0,0,1,0,1,0,0,0
0,2,28,10,0,0,0,1,0,0,1,0,0,1,0,0
0,3,25,7,0,0,0,1,0,0,1,0,0,1,0,0
0,3,39,29,5,1,1,0,0,1,0,0,0,0,1,0
0,2,27,13,0,0,0,1,0,0,1,0,0,0,0,1
1,1,19,30,0,0,1,0,0,0,1,0,1,0,0,0
0,3,29,23,3,1,1,0,0,0,1,0,1,0,0,0
1,1,26,30,0,0,0,1,1,0,0,0,0,1,0,0
0,3,32,7,0,0,0,1,0,1,0,0,0,1,0,0
